label	pos	panel_confidence	panel_margin	panel_support	panel_conflict	panel_log_support_conflict_ratio	panel_samples	panel_haplotypes	anchors	best_vs_second_margin	n_block_candidates	orientation_sites	orientation_margin
1	45085411	0.8573698362259025	3211.7074967444573	3852.621082363349	640.9135856188918	6.003333110091345	4091.0	16364.0	2.0	2726.632572899033	2.0	4.0	4.0
1	45096238	0.9417304171900251	18984.71030534926	20236.8667181881	1252.1564128388363	16.14951374852104	4091.0	32728.0	4.0	17667.488817469093	2.0	4.0	4.0
1	45159138	0.8863377021782466	5697.914657407744	6536.09077780928	838.1761204015356	7.789891321837614	4091.0	16364.0	2.0	4910.936002927482	2.0	2.0	2.0
1	45450323	0.9493212503716764	11755.88424115905	12418.854792434373	662.9705512753233	18.70543018599078	4091.0	16364.0	2.0	5540.926043324305	4.0	2.0	2.0
1	45465735	0.8900166541564993	13520.705594123818	15427.101671776922	1906.396077653103	8.08856736811578	4091.0	24546.0	3.0	2902.6838681947247	3.0	5.0	5.0
1	45473485	0.8508633123700773	18087.6291780986	21931.76022229098	3844.1310441923806	5.704034523197289	4091.0	32728.0	4.0	11121.501817213226	3.0	4.0	4.0
1	45480254	0.980456044666666	11937.60688645064	12180.405430006853	242.79854355621382	49.96504594457566	4091.0	16364.0	2.0	2149.8430655427164	4.0	2.0	2.0
1	45484564	0.8916105877274763	16040.222745220466	18260.01757528863	2219.794830068165	8.222739592170308	4091.0	24546.0	3.0	9461.975869590577	4.0	3.0	3.0
1	45524080	0.8988733298579895	6869.712304939372	7740.554096341484	870.8417914021115	8.879540041194147	4091.0	16364.0	2.0	725.8230047330371	4.0	4.0	4.0
1	45538650	0.8830738809262221	9034.730638406569	10413.571696261532	1378.841057854963	7.547660389560767	4091.0	16364.0	2.0	5114.218447275959	3.0	2.0	2.0
1	45612945	0.9998777804937667	9540.762000619627	9541.928352942441	1.166352322814114	4405.0675656238955	4091.0	16364.0	2.0	6832.337940170193	4.0	2.0	2.0
1	45614011	0.9429234905891147	7518.76725645436	8003.213215168905	484.4459587145451	16.4883713037059	4091.0	16364.0	2.0	4560.666797021957	4.0	2.0	2.0
1	45621662	0.9424346125641428	11629.094296542733	12385.627917215943	756.5336206732104	16.351258319344435	4091.0	16364.0	2.0	10495.898410685499	2.0	2.0	2.0
1	45632334	0.9998777804937667	4840.47266811967	4841.064412944624	0.5917448249534073	3041.985333978616	4091.0	16364.0	2.0	3862.8904040182315	3.0	2.0	2.0
1	45660234	0.9737228061598686	3294.497580430334	3385.8697398462737	91.37215941593965	36.6654819077645	4091.0	16364.0	2.0	3189.2857675624427	2.0	2.0	2.0
1	45661132	0.9987778049376684	3606.3900933499053	3610.8086060837313	4.4185127338259385	666.5682602416774	4091.0	16364.0	2.0	3368.3769700592034	2.0	2.0	2.0
0	45667905	0.9495233439256935	4638.6671658061	4899.103481667681	260.4363158615815	18.743009996599174	4091.0	16364.0	2.0	4492.239431438648	2.0	2.0	2.0
1	45681815	0.9952334392569062	10077.584913852732	10126.082669484542	48.49775563180949	204.59680525345723	4091.0	16364.0	2.0	10077.584913852732	1.0	2.0	2.0
1	45689083	0.9960889758005385	5301.41978685571	5322.317228735404	20.89744187969328	243.10224262643268	4091.0	16364.0	2.0	4779.782539414414	3.0	2.0	2.0
1	45717787	0.935903314391128	23291.24211411085	25003.653300194124	1712.411186083275	14.593492503893838	4091.0	32728.0	4.0	7424.716158507485	3.0	4.0	4.0
1	45754656	0.8612730742403402	20338.629092513052	24243.591417899745	3904.962325386693	6.207072520982268	4091.0	32728.0	4.0	1814.443293052329	2.0	17.0	17.0
1	45762616	0.9602489384549708	8571.146525262802	8941.285535448176	370.1390101853741	24.094167656969667	4091.0	24546.0	3.0	8315.536769165295	3.0	3.0	3.0
1	45763311	0.9516890926982008	8880.053741213897	9354.941733930405	474.88799271650885	19.659965952332467	4091.0	24546.0	3.0	8418.33712788331	3.0	3.0	3.0
1	45765276	0.9594636370698851	10720.476097330005	11193.385240517426	472.90914318741994	23.621374268549	4091.0	24546.0	3.0	10415.324701341082	3.0	3.0	3.0
