label	source_window	pos	block_id	candidate_accepted_by_rule	pred_state	truth_state	block_orientation	oriented_pred_state	panel_confidence	panel_margin	panel_support	panel_conflict	support_conflict_ratio	panel_samples	panel_haplotypes	anchors	best_vs_second_margin	n_block_candidates	log_panel_margin	log_panel_support	log_panel_conflict	log_best_vs_second_margin	panel_margin_per_haplotype	panel_support_per_haplotype	panel_conflict_per_haplotype	panel_haplotypes_per_anchor	confidence_x_log_margin	confidence_x_log_support_conflict_ratio	nearest_phase6_anchor_dist_bp	nearest_same_block_anchor_dist_bp	left_anchors_20kb	right_anchors_20kb	two_sided_anchors_20kb	left_nearest_anchor_dist_bp	right_nearest_anchor_dist_bp	left_anchors_50kb	right_anchors_50kb	two_sided_anchors_50kb	phase6_block_anchor_count	phase6_block_span_bp	phase6_block_density_per_kb	log_phase6_block_span_bp	log_phase6_block_anchor_count	donor_candidate_in_panel	donor_anchor_count	donor_panel_usable_anchors	donor_support_plus	donor_support_minus	donor_total_support	donor_margin	donor_confidence	donor_entropy	donor_top1_score	donor_top2_score	donor_top_margin	donor_effective_n	donor_left_support_plus	donor_left_support_minus	donor_right_support_plus	donor_right_support_minus	donor_left_confidence	donor_right_confidence	donor_left_right_agree	donor_two_sided	donor_mean_anchor_dist_bp	donor_min_anchor_dist_bp	donor_max_anchor_dist_bp	hmm_like_log_margin	log_donor_margin	log_donor_total_support	log_donor_top1_score	log_donor_effective_n	abs_hmm_like_log_margin	phase8_candidate_in_panel	phase8_anchor_count	phase8_panel_usable_anchors	phase8_cm_span	phase8_pbwt_plus_support	phase8_pbwt_minus_support	phase8_pbwt_total_support	phase8_pbwt_margin	phase8_pbwt_confidence	phase8_pbwt_entropy	phase8_pbwt_top_plus_score	phase8_pbwt_top_minus_score	phase8_pbwt_top_margin	phase8_pbwt_effective_donors	phase8_hmm_log_margin	phase8_hmm_abs_log_margin	phase8_left_support	phase8_right_support	phase8_two_sided	phase8_left_right_agree	log_phase8_pbwt_margin	log_phase8_pbwt_total_support	log_phase8_pbwt_effective_donors
0	chr1_15_20mb_illumina30x_phase7a	15008286	phase6_comp_2	0	-1	1	1	-1	0.6046023522091502	3594.2916959630065	10387.51599753678	6793.224301573774	1.5290216419747058	4091.0	32728.0	4.0	2670.322094468257	2.0	8.18738040621346	9.24845624401115	8.823828162831692	7.890328795307347	0.10982313908466776	0.31738926905208936	0.2075661299674216	8182.0	4.950109452027766	0.5609697271762547	1034	4121	0	6	0	-1	4121	0	6	0	6	1074	5.58659217877095	6.980075940561763	1.9459101490553132	1	4	4	554.5210879883613	592.8517624788772	1147.3728504672385	38.33067449051589	0.5167036698118256	0.6925890515458517	3.652959952018058	3.652959952018058	0.0	670.7889640344649	0.0	0.0	554.5210879883613	592.8517624788772	0.0	0.5167036698118256	0	0	4539.25	4121.0	5120.0	-0.0667231595670607	3.672004735813979	7.046101306786015	1.537503565909086	6.5099442495863755	0.0667231595670607	1	6	6	0.01803312348400965	144.0334040105243	80.79922664005018	224.83263065057446	63.234177370474114	0.6406250000000001	0.6530577442776865	1.7565049269576125	1.7565049269576125	0.0	127.99999999999994	0.5726962990893881	0.5726962990893881	0.0	0.0	0	0	4.162535426839322	5.419794152570534	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15009363	phase6_comp_2	0	1	1	1	1	0.6819209573325605	7049.554567481604	13212.438714901076	6162.884147419472	2.143687064662453	4091.0	32728.0	4.0	5120.626464874323	2.0	8.860861554766746	9.488989675140157	8.726462401230846	8.54122733650823	0.2153982696003912	0.40370443396788913	0.18830616436749795	8182.0	6.04240719421782	0.7810697656107283	2111	3044	0	6	0	-1	3044	0	6	0	6	1074	5.58659217877095	6.980075940561763	1.9459101490553132	1	4	4	750.0867586727962	89.21178387620338	839.2985425489996	660.8749747965928	0.893706733237899	0.3386946415277122	3.7324982617106293	3.7324982617106293	0.0	389.17099407049056	0.0	0.0	750.0867586727962	89.21178387620338	0.0	0.893706733237899	0	0	3462.25	3044.0	4043.0	2.1193611091111046	6.495076678276868	6.733757236491397	1.5544532367923731	5.966585089368775	2.1193611091111046	1	6	6	0.01803312348400965	175.66066889193246	82.78261407550849	258.44328296744095	92.87805481642397	0.6796874999999998	0.6271047869053564	2.019088148183134	2.019088148183134	0.0	127.99999999999989	0.7460052509361444	0.7460052509361444	0.0	0.0	0	0	4.541996650874937	5.558538115971733	4.859812404361671
0	chr1_15_20mb_illumina30x_phase7a	15010224	phase6_comp_2	0	-1	1	1	-1	0.6048180433830644	4523.9314526814815	13051.92923517213	8527.99778249065	1.5304177076899645	4091.0	32728.0	4.0	4420.129238736742	2.0	8.417357707440608	9.476767850028207	9.05122714032267	8.394150426318387	0.1382281670948876	0.3988000866283345	0.2605719195334469	8182.0	5.090969819069586	0.5615036308510462	2183	2183	0	6	0	-1	2183	0	6	0	6	1074	5.58659217877095	6.980075940561763	1.9459101490553132	1	4	4	754.9194958381397	646.103006766046	1401.0225026041858	108.81648907209376	0.5388346685616499	0.6901278776398013	3.7973284678603774	3.7973284678603774	0.0	693.6216614263822	0.0	0.0	754.9194958381397	646.103006766046	0.0	0.5388346685616499	0	0	2601.25	2183.0	3182.0	0.15542939494581345	4.698810691498975	7.245671117825348	1.5680591937759623	6.543367325292162	0.15542939494581345	1	6	6	0.01803312348400965	180.8114588229501	115.90478129676289	296.716240119713	64.90667752618721	0.609375	0.6690268361602776	2.318095625935259	2.318095625935259	0.0	128.00000000000003	0.441610441202483	0.441610441202483	0.0	0.0	0	0	4.188239764541835	5.696140818497928	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15020413	phase6_comp_6	0	1	1	1	1	0.6161434118275079	3261.8240771580904	8652.02504411576	5390.20096695767	1.60502735793928	4091.0	16364.0	2.0	2126.9171684114954	3.0	8.090348380692472	9.065664254872257	8.592523452990514	7.662898925085294	0.1993292640649041	0.5287231144045319	0.32939385033962787	8182.0	4.984814854153013	0.5899223058545133	786	786	2	0	0	786	-1	2	0	0	2	83	24.096385542168672	4.430816798843313	1.0986122886681096	1	2	2	1073.321009671613	0.9827898166085076	1074.3037994882216	1072.3382198550044	0.9990851844542701	0.007315167500563017	1.9671927308948	1.9671927308948	0.0	984.7321558453023	1073.321009671613	0.9827898166085076	0.0	0.0	0.9990851844542701	0.0	0	0	827.0	786.0	868.0	6.294939270809464	6.978528902519923	6.980358504811815	1.0876162973704804	6.89338467048413	6.294939270809464	1	2	2	8.717647058631428e-05	243.44925917231453	3.8642739551160927	247.31353312743062	239.58498521719844	0.984375	0.08048483706800685	1.9321369775580464	1.9321369775580464	0.0	127.99999999999994	3.917090292343376	3.917090292343376	0.0	0.0	0	0	5.483073396012215	5.514692194159893	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15021926	phase6_comp_6	0	1	1	1	1	0.6060324151440325	2363.9898927720305	6755.738337878209	4391.748445106178	1.5381573569061704	4091.0	16364.0	2.0	311.6735700705826	3.0	7.7685290272475696	8.818295558202419	8.387710379669736	5.745159739211377	0.14446283871743038	0.41284150194806946	0.2683786632306391	8182.0	4.707980408499366	0.5644818435515877	2299	2299	2	0	0	2299	-1	2	0	0	2	83	24.096385542168672	4.430816798843313	1.0986122886681096	1	2	2	416.0560598729572	35.309089042546674	451.3651489155038	380.74697083041053	0.9217726731286545	0.27441839559030684	1.9085571099625391	1.9085571099625391	0.0	390.44923724132445	416.0560598729572	35.309089042546674	0.0	0.0	0.9217726731286545	0.0	0	0	2340.0	2299.0	2381.0	2.441152552132987	5.9447580091109025	6.114489705278749	1.067657119713996	5.969855844805147	2.441152552132987	1	2	2	8.717647058631428e-05	177.2295362738227	34.78336693224549	212.0129032060682	142.44616934157722	0.8359375000000003	0.44634544767261786	1.656350806297405	1.656350806297405	0.0	127.99999999999999	1.6055890745805932	1.6055890745805932	0.0	0.0	0	0	4.965959838282583	5.361352742306871	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15024341	phase6_comp_7	0	1	1	1	1	0.5763488585617422	2631.8026346965817	9933.589532582977	7301.786897886395	1.3603833264610652	4091.0	24546.0	3.0	667.9612070134935	3.0	7.875804198348996	9.203777838841322	8.89601132111582	6.505726071920029	0.1072192061719458	0.404692802598508	0.2974735964265622	8182.0	4.539210759974221	0.494982250729752	1983	1983	0	7	0	-1	1983	0	7	0	7	948	7.383966244725738	6.855408798609928	2.0794415416798357	1	4	3	944.0638270462634	0.0	944.0638270462634	944.0638270462634	1.0	0.0	2.875313142936469	2.875313142936469	0.0	328.5569476571799	0.0	0.0	944.0638270462634	0.0	0.0	1.0	0	0	2122.6666666666665	1983.0	2264.0	6.851252467060792	6.851252467060792	6.851252467060792	1.35462647062065	5.797749169531636	6.851252467060792	1	7	4	0.00046261659192481375	255.2126549511749	198.49873162869147	453.71138657986637	56.713923322483424	0.5625000000000001	0.6853142072764582	3.5446202076552003	3.5446202076552003	0.0	127.99999999999996	0.2501999044972917	0.2501999044972917	0.0	0.0	0	0	4.055498449820242	6.11966290247886	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15025411	phase6_comp_7	1	1	1	1	1	0.8606318479023297	14630.32817822242	17457.313391316464	2826.985213094044	6.173410423251704	4091.0	24546.0	3.0	14563.833710064842	3.0	9.590920274460993	9.76757122629218	7.9473197982524555	9.586365252237034	0.5960371619906469	0.7112080742816126	0.1151709122909657	8182.0	8.254251438893284	1.695772807464841	913	913	0	7	0	-1	913	0	7	0	7	948	7.383966244725738	6.855408798609928	2.0794415416798357	1	4	3	4147.7667354940795	0.0	4147.7667354940795	4147.7667354940795	1.0	0.0	2.937507955142683	2.937507955142683	0.0	1412.4464525131175	0.0	0.0	4147.7667354940795	0.0	0.0	1.0	0	0	1052.6666666666667	913.0	1194.0	8.330566396890244	8.330566396890244	8.330566396890244	1.3705480245034078	7.253786293510599	8.330566396890244	1	7	4	0.00046261659192481375	434.7972698252061	66.5905728561127	501.38784268131883	368.2066969690934	0.8671874999999999	0.39169839521161137	3.917092520947808	3.917092520947808	0.0	127.99999999999991	1.8637086392154047	1.8637086392154047	0.0	0.0	0	0	5.911356641600408	6.219372416376565	4.859812404361671
1	chr1_15_20mb_illumina30x_phase7a	15027903	phase6_comp_8	0	1	1	1	1	0.7919818337922393	11219.254948329031	15215.751597208531	3996.496648879499	3.8065701947427018	4091.0	24546.0	3.0	6505.121425602198	3.0	9.325475901486003	9.630152178755104	8.293423606403692	8.78049877049304	0.4570706000297006	0.619887215725924	0.16281661569622338	8182.0	7.385607505444221	1.243398627204564	632	842	0	3	0	-1	842	0	3	0	3	983	3.0518819938962363	6.891625897052253	1.3862943611198906	1	3	3	2861.7092984537694	18.407882675759467	2880.117181129529	2843.30141577801	0.9936086341221226	0.038665237488766616	2.916314307763526	2.916314307763526	0.0	1311.9061440056967	0.0	0.0	2861.7092984537694	18.407882675759467	0.0	0.9936086341221226	0	0	1416.3333333333333	842.0	1824.0	4.99384445551831	7.953072768351633	7.965933408026734	1.3651509838997873	7.179998389650112	4.99384445551831	1	3	3	0.00046000000000390173	370.0432946708735	8.881039072100972	378.92433374297445	361.1622555987725	0.9765625	0.11113140431967991	2.9603463573669906	2.9603463573669906	0.0	127.99999999999994	3.6257010775540492	3.6257010775540492	0.0	0.0	0	0	5.892092331291356	5.939972111164053	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15030551	phase6_comp_8	0	1	1	1	1	0.840513545895924	13471.066137542824	16625.790225868608	3154.7240883257837	5.268771844591037	4091.0	24546.0	3.0	2014.2810675888759	3.0	9.508373645729472	9.718770542485696	8.056973253659162	7.608513952290447	0.5488090172550649	0.6773319573807792	0.12852294012571433	8182.0	7.991916848675433	1.542830239028689	824	824	3	0	0	824	-1	3	0	0	3	983	3.0518819938962363	6.891625897052253	1.3862943611198906	1	3	3	3834.7730709550997	0.0	3834.7730709550997	3834.7730709550997	1.0	0.0	2.927104838828562	2.927104838828562	0.0	1767.0216846009257	3834.7730709550997	0.0	0.0	0.0	1.0	0.0	0	0	1231.6666666666667	824.0	1806.0	8.252126276525365	8.252126276525365	8.252126276525365	1.3679024721655568	7.477616508168146	8.252126276525365	1	3	3	0.00046000000000390173	376.2904678990916	2.9629170700715934	379.25338496916316	373.32755082902	0.9921875	0.045688389073983635	2.9629170700715934	2.9629170700715934	0.0	127.99999999999987	4.556034974726502	4.556034974726502	0.0	0.0	0	0	5.925131218477342	5.940837833056817	4.859812404361671
1	chr1_15_20mb_illumina30x_phase7a	15034225	phase6_comp_9	1	1	1	1	1	0.8945725020825346	21206.20139101368	24039.288771898617	2833.0873808849356	8.482550303156886	4091.0	32728.0	4.0	15739.283045936729	2.0	9.962096091234473	10.087486400719204	7.94947525283279	9.66397850439781	0.6479528657728453	0.7345175009746583	0.08656463520181298	8182.0	8.91181722632226	2.0122990663692883	754	754	11	0	0	754	-1	11	0	0	11	1661	6.622516556291391	7.415776975415394	2.4849066497880004	1	4	4	3162.0840977671305	5.87296836697296	3167.9570661341036	3156.2111294001575	0.9981461338508164	0.013513858337092262	3.9131390552458765	3.9131390552458765	0.0	980.1239616279183	3162.0840977671305	5.87296836697296	0.0	0.0	0.9981461338508164	0.0	0	0	1098.25	754.0	1398.0	6.131706721305496	8.057444362913603	8.061157811519026	1.5919130563165818	6.88869881409801	6.131706721305496	1	11	11	0.0016837838983079223	1348.293892796548	10.616487344854729	1358.9103801414028	1337.6774054516934	0.9921875	0.045688389073983635	10.616487344854729	10.616487344854729	0.0	128.00000000000009	4.754911280403764	4.754911280403764	0.0	0.0	0	0	7.199437394672047	7.215174079603947	4.859812404361673
