label	pos	panel_confidence	panel_margin	panel_support	panel_conflict	panel_log_support_conflict_ratio	panel_samples	panel_haplotypes	anchors	best_vs_second_margin	n_block_candidates	orientation_sites	orientation_margin
1	20032706	0.951493035430028	11074.66906817924	11669.582541875105	594.9134736958639	19.584357556968772	4091.0	16364.0	2.0	2835.8263578065	4.0	2.0	2.0
1	20040081	0.9650436903554951	12440.288145863513	12907.842671935292	467.5545260717785	27.550353168411757	4091.0	24546.0	3.0	6816.852033972077	4.0	3.0	3.0
1	20063943	0.9778826056138625	23496.97565402243	24040.719945315388	543.7442912929571	44.13395482906682	4091.0	32728.0	4.0	3181.455296987184	2.0	4.0	4.0
1	20076861	0.921099615561078	21280.878468363637	23274.551022676773	1993.6725543131354	11.668858115256766	4091.0	32728.0	4.0	8706.56648241464	2.0	8.0	8.0
1	20083433	0.9915668540699103	8720.709060792726	8795.513750647853	74.8046898551268	116.041814397753	4091.0	16364.0	2.0	2560.3259395030373	4.0	8.0	8.0
1	20093995	0.9436291691352089	22999.716329883206	24460.974075510465	1461.2577456272586	16.728907163365452	4091.0	32728.0	4.0	11543.629396042625	3.0	4.0	4.0
1	20101560	0.92555843939408	22112.4636299697	24046.494481056016	1934.0308510863129	12.427447586975639	4091.0	32728.0	4.0	9469.078323909958	2.0	5.0	5.0
1	20108159	0.9593810494239986	11375.755257552644	11878.683318201416	502.9280606487714	23.57416513560918	4091.0	16364.0	2.0	1063.4694708273146	4.0	2.0	2.0
1	20108872	0.9602314974894366	12775.297836125887	13327.25317473331	551.9553386074232	24.103670304186814	4091.0	16364.0	2.0	1404.1310394358225	4.0	2.0	2.0
1	20120434	0.9876467380983809	17068.432210629428	17284.62438098021	216.192170350783	79.58677494249689	4091.0	24546.0	3.0	3669.6209613985957	4.0	3.0	3.0
1	20124153	0.8566116962254996	11905.675835556809	14299.2241703681	2393.5483348112894	5.971992280329174	4091.0	24546.0	3.0	1166.2241366383914	4.0	3.0	3.0
1	20142625	0.9871995798806846	25475.380037873954	25810.043264865926	334.66322699197246	76.89565370675295	4091.0	32728.0	4.0	23332.61778274817	2.0	4.0	4.0
1	20143593	0.9870770843086643	22056.07818690359	22348.669286005923	292.59109910233235	76.1251596330441	4091.0	32728.0	4.0	19511.1941449431	2.0	4.0	4.0
1	20268787	0.9169264096230221	6767.56492222576	7441.791720075918	674.2267978501583	11.022654527001714	4091.0	24546.0	3.0	2577.1994874574757	3.0	3.0	3.0
1	20271450	0.8763118739502073	7413.91696416898	8632.339181837518	1218.4222176685387	7.07986049191718	4091.0	24546.0	3.0	4830.603595160303	3.0	3.0	3.0
1	20274816	0.8812004655515412	10290.374625206463	11893.850781781974	1603.4761565755116	7.4135416304157244	4091.0	24546.0	3.0	8314.679020369773	3.0	3.0	3.0
1	20276025	0.887473755755268	12063.741548080705	13815.456996909777	1751.7154488290728	7.882886526811904	4091.0	24546.0	3.0	9851.729733180553	3.0	3.0	3.0
1	20289425	0.8819662316712686	20144.79339393838	23257.327538758615	3112.5341448202335	7.470073060689522	4091.0	32728.0	4.0	15686.112611058892	3.0	6.0	6.0
1	20304870	0.9175528553830219	8714.382701893743	9574.724047436293	860.3413455425499	11.117223266932164	4091.0	16364.0	2.0	1627.586631659763	4.0	2.0	2.0
1	20317834	0.8858346995463744	14621.47734040467	16784.66452342078	2163.1871830161094	7.756105689539994	4091.0	24546.0	3.0	5168.496721179257	4.0	3.0	3.0
1	20393763	0.9934019863696553	7438.993778421632	7488.732717159206	49.73893873757459	147.61311339002648	4091.0	16364.0	2.0	5831.481641424241	4.0	5.0	5.0
1	20394752	0.994392846267787	6831.041155466383	6869.778263212707	38.73710774632432	172.90584677361815	4091.0	16364.0	2.0	5454.35325838815	4.0	5.0	5.0
1	20404664	0.9351715038971594	6563.377499565404	7052.2581923974885	488.8806928320848	14.39791013526454	4091.0	16364.0	2.0	2020.3548870533923	3.0	2.0	2.0
1	20406773	0.9929904968098203	13186.894308110299	13280.642137246363	93.74782913606487	140.17885431626033	4091.0	16364.0	2.0	4359.8058909599295	3.0	2.0	2.0
1	20408940	0.9813465158863834	13052.73715730418	13305.651655661593	252.9144983574137	52.40603329759831	4091.0	16364.0	2.0	5543.920835041693	4.0	2.0	2.0
1	20411699	0.9632671557846186	12279.432020303993	12766.255290444147	486.8232701401537	26.171886566165778	4091.0	16364.0	2.0	7911.005678860378	3.0	2.0	2.0
1	20450063	0.9474752595434721	8859.021434502672	9378.958337853264	519.9369033505924	18.00593944779627	4091.0	24546.0	3.0	5290.555000644052	4.0	3.0	3.0
1	20455767	0.9464351739866609	16372.016441592572	17354.20183297891	982.1853913863375	17.652013531758502	4091.0	24546.0	3.0	11094.455847378165	4.0	3.0	3.0
1	20466246	0.9136709180476117	15692.581160967306	17330.025402253963	1637.444241286657	10.577732806240663	4091.0	24546.0	3.0	7097.309868874558	4.0	3.0	3.0
1	20468658	0.8592756873657512	14852.120261478418	17760.825871760957	2908.7056102825386	6.104337775269384	4091.0	24546.0	3.0	8259.195397644788	4.0	3.0	3.0
1	20478794	0.9167731491167517	20243.155106839593	22264.36743188245	2021.2123250428558	11.01040041945674	4091.0	32728.0	4.0	6326.500599982441	3.0	4.0	4.0
1	20481552	0.9083099790474731	22350.036736959893	24859.497002273827	2509.460265313934	9.902764582957863	4091.0	32728.0	4.0	12055.12126058495	2.0	4.0	4.0
1	20490049	0.879292794743641	8786.850704592887	10185.0267393804	1398.1760347875131	7.280018014979301	4091.0	16364.0	2.0	1877.5281882015188	4.0	2.0	2.0
1	20514677	0.9996927538820174	13559.778735018175	13563.947486060362	4.16875104218776	2624.414945765848	4091.0	16364.0	2.0	2515.4521385965836	4.0	2.0	2.0
1	20528665	0.8667151067631171	10791.126436681825	12752.177547603089	1961.0511109212634	6.499921167504627	4091.0	32728.0	4.0	5311.991743593344	3.0	3.0	3.0
1	20531991	0.8895233313956503	16354.527915553927	18673.764807261476	2319.236891707549	8.048645754235041	4091.0	32728.0	4.0	11711.67460376312	3.0	3.0	3.0
1	20532793	0.8735368094718784	17482.930877028644	20442.407911725146	2959.477034696502	6.905443843046374	4091.0	32728.0	4.0	13651.737519846047	3.0	3.0	3.0
1	20577992	0.9726934086207659	9997.539196672897	10286.308526499162	288.76932982626494	35.501716253638904	4091.0	16364.0	2.0	6601.784284308575	4.0	2.0	2.0
1	20580722	0.9884273321922261	6443.878636835589	6520.218413443708	76.33977660811945	84.31907485958634	4091.0	16364.0	2.0	3490.1530271937263	4.0	2.0	2.0
1	20581659	0.9927364235151105	7032.150902239611	7083.982432743603	51.83153050399096	134.10518993403747	4091.0	16364.0	2.0	4254.933365580486	4.0	2.0	2.0
0	20584618	0.9420644503669688	8504.938971671585	9062.253989323588	557.3150176520022	16.233226230308414	4091.0	16364.0	2.0	5975.732014985477	4.0	2.0	2.0
1	20585921	0.9606033601334596	4810.004342933734	5015.710624364408	205.70628143067435	24.26975411507717	4091.0	16364.0	2.0	2501.7314232954823	4.0	2.0	2.0
1	20676778	0.8504909809977644	4035.202253075382	4895.8508332691745	860.6485801937926	5.6831183220516985	4091.0	24546.0	3.0	3274.720877089616	2.0	3.0	3.0
1	20678131	0.8540330076066359	4352.175284130265	5249.371199403621	897.1959152733561	5.84546323371525	4091.0	24546.0	3.0	3672.2950396937463	2.0	3.0	3.0
1	20688672	0.984103035452555	12606.209954378317	12813.191173299057	206.98121892073982	61.612251528261574	4091.0	24546.0	3.0	12606.209954378317	1.0	3.0	3.0
1	20701950	0.9585805453010716	8126.404034061985	8493.396514666496	366.99248060451083	23.08307088425429	4091.0	24546.0	3.0	5201.8642794705465	2.0	3.0	3.0
1	21030289	0.8757251067948753	18803.339439697087	21913.03713956868	3109.697699871595	7.044733771614407	4091.0	32728.0	4.0	7410.723437416706	2.0	7.0	7.0
1	21037357	0.9435328705602827	16188.057446153089	17218.52575624113	1030.4683100880436	16.694187875506632	4091.0	32728.0	4.0	11303.721795638055	3.0	7.0	7.0
1	21054729	0.874269069501573	10000.043131236309	11679.736739886835	1679.6936086505268	6.949950115693965	4091.0	32728.0	4.0	2460.1884157618424	3.0	5.0	5.0
1	21057771	0.8772657655733621	13416.590462472144	15598.971040424482	2182.3805779523364	7.1448702979005025	4091.0	32728.0	4.0	8440.231438652338	3.0	5.0	5.0
1	21640742	0.9427567300933318	10260.080525832867	10923.33476781875	663.2542419858813	16.446014307953707	4091.0	16364.0	2.0	3785.244683532028	3.0	2.0	2.0
0	21642781	0.8676854606482665	6611.202779522753	7800.749748270398	1189.5469687476452	6.553080183369144	4091.0	16364.0	2.0	842.4814544051942	3.0	2.0	2.0
1	21655862	0.9661778066260874	9905.656052799695	10264.994281423244	359.33822862354907	28.489883853395657	4091.0	16364.0	2.0	1718.2063100065188	4.0	2.0	2.0
1	21656334	0.960173052892559	9213.329205090264	9612.025709185913	398.69650409564883	24.05081258075122	4091.0	16364.0	2.0	1409.826038325068	4.0	2.0	2.0
1	21697294	0.956734294793443	4006.2178387644285	4195.969125213829	189.7512864494008	22.00231098481807	4091.0	8182.0	1.0	157.68723714919588	3.0	10.0	10.0
0	21701726	0.8848692251283252	2288.5174418603438	2630.813953488253	342.2965116279092	7.6662997273354545	4091.0	8182.0	1.0	878.3314911526104	3.0	10.0	10.0
1	21710133	0.956474609238699	18956.59833067741	19860.365301663856	903.7669709864462	21.951912413435558	4091.0	24546.0	3.0	13362.503476340564	4.0	3.0	3.0
1	21723342	0.9915873092915622	24755.54716459356	24967.371959169726	211.82479457616367	117.31890548229468	4091.0	32728.0	4.0	13357.618426549601	2.0	4.0	4.0
1	21750584	0.9966987069340209	8454.051976821658	8482.146778339045	28.09480151738711	291.56915792223225	4091.0	16364.0	2.0	1934.5831596218795	4.0	2.0	2.0
1	21802500	0.8645315668469444	8043.090593691297	9537.59063090333	1494.5000372120337	6.378194846912557	4091.0	24546.0	3.0	1399.342002501745	3.0	3.0	3.0
1	21803372	0.863392061795702	8701.100145071698	10336.578015795814	1635.477870724117	6.316967800622681	4091.0	24546.0	3.0	2606.9358946420316	3.0	3.0	3.0
1	21819618	0.9318680817138001	10692.464080321659	11535.890718969824	843.4266386481653	13.662395513053832	4091.0	24546.0	3.0	1966.0156644011313	4.0	2.0	2.0
1	21829844	0.8607369763562901	15547.063851295312	18548.046925698483	3000.9830744031724	6.178931215122271	4091.0	32728.0	4.0	3278.1393720903234	3.0	4.0	4.0
1	21831058	0.8990347627858948	20474.550498392244	23064.823377739765	2590.272879347522	8.90134866210914	4091.0	32728.0	4.0	14848.820401508303	3.0	4.0	4.0
1	21836496	0.9150653506230367	13014.469660107354	14346.042406120852	1331.5727460134979	10.766423408433965	4091.0	24546.0	3.0	6310.304918903728	4.0	3.0	3.0
1	21841117	0.885132558359406	10192.211554784739	11712.147016674819	1519.935461890079	7.701278134523075	4091.0	16364.0	2.0	2495.033480015256	4.0	2.0	2.0
1	21847875	0.9479360854167184	6932.330855044323	7335.205610227648	402.8747551833257	18.164556006719504	4091.0	16364.0	2.0	213.43471867298285	4.0	2.0	2.0
1	21858180	0.878300885416134	8915.186384680568	10349.190812362896	1434.0044276823282	7.212654269701078	4091.0	16364.0	2.0	939.1079368996398	4.0	2.0	2.0
1	21870308	0.9393181020234875	9734.722662962235	10407.038969463914	672.3163065016793	15.457874507065657	4091.0	16364.0	2.0	5229.701964922759	4.0	2.0	2.0
1	21879633	0.8683149632970781	9648.780488306194	11373.662911446016	1724.8824231398207	6.590636047357502	4091.0	16364.0	2.0	641.3345432386577	4.0	2.0	2.0
1	21887601	0.8510033000444813	8803.342414351959	10671.799161269533	1868.456746917574	5.709037761300024	4091.0	24546.0	3.0	347.01571276722825	4.0	3.0	3.0
1	21890558	0.8516493090139211	12638.334088679794	15304.208223661157	2665.874134981363	5.739006585613803	4091.0	24546.0	3.0	6525.407416780909	4.0	3.0	3.0
1	21895828	0.8954284415818988	8914.420449875777	10093.135409159542	1178.7149592837645	8.556418929609872	4091.0	16364.0	2.0	2556.9403684660065	4.0	2.0	2.0
1	21924354	0.9103342722803657	15993.71936715244	17741.18306063047	1747.463693478029	10.14729852659272	4091.0	32728.0	4.0	10978.64891176203	3.0	5.0	5.0
1	21926544	0.910421117540774	21667.285733464923	24031.846374933004	2364.5606414680824	10.159471692942127	4091.0	32728.0	4.0	17520.075333846537	3.0	5.0	5.0
1	21929985	0.8898980756812306	18872.009817178365	21536.609524427025	2664.599707248662	8.079836393236022	4091.0	32728.0	4.0	7337.783588362889	3.0	5.0	5.0
1	21938623	0.9060724095665373	7570.727976649652	8446.311025289882	875.5830486402298	9.636635157836434	4091.0	16364.0	2.0	2802.861700553507	4.0	2.0	2.0
1	21944102	0.9703574320941785	10718.497266951772	11056.244436874627	337.74716992285573	32.641584693955494	4091.0	16364.0	2.0	2943.938105400557	4.0	2.0	2.0
1	21953147	0.9814313216409156	5673.562139675539	5782.976032983141	109.41389330760173	52.384494919218	4091.0	16364.0	2.0	1034.4385001113124	4.0	3.0	3.0
1	21958130	0.9810175427268619	8842.2666440915	9016.73839809203	174.47175400052876	51.391396008185204	4091.0	16364.0	2.0	5138.3809181869865	4.0	3.0	3.0
1	21958756	0.9823166475605815	9536.963403390482	9711.791999829098	174.8285964386168	55.24011563852705	4091.0	16364.0	2.0	5342.317204571674	4.0	3.0	3.0
1	21962965	0.9869164989276076	20423.22969446881	20697.616933551693	274.3872390828833	75.1618593602372	4091.0	24546.0	3.0	18217.18966336781	4.0	3.0	3.0
1	21969695	0.9875619183463458	9510.121126899596	9631.42639979059	121.30527289099419	78.7572454735912	4091.0	24546.0	3.0	6374.0990928119845	4.0	3.0	3.0
1	21971252	0.9527488425346418	7858.626998545346	8268.710014650871	410.0830161055244	20.116885618373612	4091.0	24546.0	3.0	4103.537533743083	4.0	3.0	3.0
1	21985504	0.8859196612413933	17487.311991401628	20071.993048515084	2584.6810571134574	7.7631357484297405	4091.0	32728.0	4.0	12155.924806238598	3.0	3.0	3.0
1	23116390	0.939665971768017	22533.52130158737	24079.624704710528	1546.1034031231568	15.564974297192206	4091.0	32728.0	4.0	2955.4618113901815	2.0	5.0	5.0
1	23117676	0.9205141229943088	21525.151716395812	23559.501418702286	2034.349702306475	11.575652769646087	4091.0	32728.0	4.0	2694.7570824401882	2.0	4.0	4.0
1	23120996	0.9690591727604073	22263.03753345293	22997.312480148183	734.2749466952513	31.27852048205346	4091.0	32728.0	4.0	955.2861888182706	2.0	4.0	4.0
1	23124893	0.9745340210460124	26094.359001776007	26794.53893375668	700.1799319806735	38.214925601286666	4091.0	32728.0	4.0	6069.070629818401	2.0	9.0	9.0
1	23130412	0.9016947807765352	16800.526480597102	18856.290605229213	2055.764124632112	9.168426451721666	4091.0	24546.0	3.0	8318.841619233297	4.0	2.0	2.0
1	23138775	0.9002937005526896	19208.31256521313	21600.543272142007	2392.2307069288768	9.026101499367053	4091.0	32728.0	4.0	10728.17307250948	3.0	6.0	6.0
1	23168617	0.9519523718235414	16314.45323198297	17181.658308957976	867.2050769750067	19.791013396081095	4091.0	24546.0	3.0	10628.336295990335	4.0	3.0	3.0
1	23182895	0.9529042391100853	9738.181700169887	10244.499633685926	506.31793351603847	20.195421759838148	4091.0	16364.0	2.0	468.2577525816596	4.0	4.0	4.0
1	23186584	0.9757603786808389	26089.031976779424	26753.639922331837	664.6079455524111	40.19579408735458	4091.0	32728.0	4.0	13583.671223924634	3.0	4.0	4.0
1	23189844	0.9720957884937894	11483.49744852739	11822.875546621728	339.3780980943374	34.7374746284195	4091.0	16364.0	2.0	2410.8123360920654	4.0	2.0	2.0
1	23199912	0.9555101230452262	25111.40361488788	26337.724612453396	1226.3209975655136	21.460338953459036	4091.0	32728.0	4.0	22436.738798630373	3.0	7.0	7.0
1	23267313	0.9949556664903584	21705.337461097057	21815.942277352075	110.60481625501953	195.48387793139563	4091.0	32728.0	4.0	15347.17643659705	2.0	4.0	4.0
1	23269170	0.9950846425557042	17381.772752194254	17468.058630151925	86.28587795767102	200.1361393033531	4091.0	32728.0	4.0	9631.194367008451	2.0	4.0	4.0
1	23270441	0.9180810616062733	12916.035177842938	14181.42123235568	1265.3860545127422	11.199129350656458	4091.0	32728.0	4.0	4230.2775370906165	2.0	4.0	4.0
1	23271352	0.8929064131541605	11176.647220166848	12699.843584040673	1523.196363873826	8.332813202467433	4091.0	32728.0	4.0	1386.871371962634	2.0	4.0	4.0
1	23279200	0.8968038304665354	15586.627296538687	17613.42254074965	2026.7952442109618	8.686489718839251	4091.0	32728.0	4.0	7110.682866361907	2.0	4.0	4.0
1	23281906	0.8804911216393192	11279.32054388818	13050.687693091279	1771.3671492030992	7.363986462375838	4091.0	32728.0	4.0	2330.089009405672	2.0	4.0	4.0
1	23285436	0.9204971389853256	20299.820187527388	22218.85082217838	1919.030634650994	11.572654321850083	4091.0	32728.0	4.0	13377.84790427052	2.0	4.0	4.0
1	23313961	0.9883812551041761	12891.346584751345	13044.691195919855	153.34461116851057	84.52314011583347	4091.0	16364.0	2.0	8770.649778447587	4.0	2.0	2.0
1	23324192	0.9214861540906019	20897.961800974364	22844.383215697148	1946.421414722785	11.73109376480241	4091.0	32728.0	4.0	8194.137916442643	3.0	7.0	7.0
