label	source_window	pos	block_id	candidate_accepted_by_rule	pred_state	truth_state	block_orientation	oriented_pred_state	panel_confidence	panel_margin	panel_support	panel_conflict	support_conflict_ratio	panel_samples	panel_haplotypes	anchors	best_vs_second_margin	n_block_candidates
1	chr22_20_25mb_phase7a_general_runner	20005776	phase6_comp_4	0	1	-1	-1	-1	0.8197839761278313	8284.783541747962	10619.251276207811	2334.4677344598485	4.547376578792292	4091.0	16364.0	2.0	3095.737708176177	3.0
1	chr22_20_25mb_phase7a_general_runner	20007310	phase6_comp_5	0	-1	-1	1	-1	0.6719173369025485	6089.414976691948	11899.857129454795	5810.4421527628465	2.0478319867293093	4091.0	32728.0	4.0	4385.169427488959	3.0
0	chr22_20_25mb_phase7a_general_runner	20025341	phase6_comp_10	0	1	-1	1	1	0.5818238185885862	2158.508932028606	7674.244070696783	5515.735138668177	1.391265644946243	4091.0	16364.0	2.0	83.34057598951767	4.0
1	chr22_20_25mb_phase7a_general_runner	20032706	phase6_comp_14	1	1	1	1	1	0.951493035430028	11074.66906817924	11669.582541875105	594.9134736958639	19.584357556968772	4091.0	16364.0	2.0	2835.8263578065	4.0
0	chr22_20_25mb_phase7a_general_runner	20038244	phase6_comp_15	0	1	1	-1	-1	0.8012691854977376	10079.089755266114	13403.402052914766	3324.3122976486516	4.031020503666107	4091.0	24546.0	3.0	7399.284567815222	4.0
1	chr22_20_25mb_phase7a_general_runner	20039394	phase6_comp_16	0	1	-1	-1	-1	0.8186932878148971	10762.98659474248	13824.553605087714	3061.567010345235	4.514367704734466	4091.0	24546.0	3.0	9637.62333189035	4.0
1	chr22_20_25mb_phase7a_general_runner	20040081	phase6_comp_15	1	1	-1	-1	-1	0.9650436903554951	12440.288145863513	12907.842671935292	467.5545260717785	27.550353168411757	4091.0	24546.0	3.0	6816.852033972077	4.0
1	chr22_20_25mb_phase7a_general_runner	20052112	phase6_comp_20	0	1	-1	-1	-1	0.781369117091286	6558.675106470132	9106.802889758004	2548.1277832878723	3.572909506329547	4091.0	16364.0	2.0	194.39695814118295	4.0
1	chr22_20_25mb_phase7a_general_runner	20063943	phase6_comp_23	1	1	-1	-1	-1	0.9778826056138625	23496.97565402243	24040.719945315388	543.7442912929571	44.13395482906682	4091.0	32728.0	4.0	3181.455296987184	2.0
1	chr22_20_25mb_phase7a_general_runner	20076861	phase6_comp_28	1	1	-1	-1	-1	0.921099615561078	21280.878468363637	23274.551022676773	1993.6725543131354	11.668858115256766	4091.0	32728.0	4.0	8706.56648241464	2.0
1	chr22_20_25mb_phase7a_general_runner	20080563	phase6_comp_28	0	1	-1	-1	-1	0.842245948020535	17341.210170301965	21337.818729753053	3996.608559451086	5.337895997671943	4091.0	32728.0	4.0	10531.113012856822	3.0
1	chr22_20_25mb_phase7a_general_runner	20083433	phase6_comp_28	1	1	-1	-1	-1	0.9915668540699103	8720.709060792726	8795.513750647853	74.8046898551268	116.041814397753	4091.0	16364.0	2.0	2560.3259395030373	4.0
1	chr22_20_25mb_phase7a_general_runner	20084214	phase6_comp_29	0	1	-1	-1	-1	0.7763609975557105	6593.986729662582	9262.00542151028	2668.0186918476975	3.470565961116489	4091.0	16364.0	2.0	133.25457967163675	4.0
1	chr22_20_25mb_phase7a_general_runner	20086483	phase6_comp_30	0	1	-1	-1	-1	0.8453479646712857	7903.224542263828	9672.816209445547	1769.591667181719	5.463606538284192	4091.0	24546.0	3.0	1349.6084167094532	4.0
1	chr22_20_25mb_phase7a_general_runner	20088335	phase6_comp_30	0	1	-1	-1	-1	0.7803453693495206	7755.2905142743675	10793.48136695844	3038.1908526840725	3.5517616004356074	4091.0	24546.0	3.0	2113.034381606096	4.0
1	chr22_20_25mb_phase7a_general_runner	20093995	phase6_comp_32	1	1	-1	-1	-1	0.9436291691352089	22999.716329883206	24460.974075510465	1461.2577456272586	16.728907163365452	4091.0	32728.0	4.0	11543.629396042625	3.0
1	chr22_20_25mb_phase7a_general_runner	20101560	phase6_comp_35	1	1	-1	-1	-1	0.92555843939408	22112.4636299697	24046.494481056016	1934.0308510863129	12.427447586975639	4091.0	32728.0	4.0	9469.078323909958	2.0
1	chr22_20_25mb_phase7a_general_runner	20108159	phase6_comp_37	1	1	-1	-1	-1	0.9593810494239986	11375.755257552644	11878.683318201416	502.9280606487714	23.57416513560918	4091.0	16364.0	2.0	1063.4694708273146	4.0
1	chr22_20_25mb_phase7a_general_runner	20108872	phase6_comp_37	1	1	-1	-1	-1	0.9602314974894366	12775.297836125887	13327.25317473331	551.9553386074232	24.103670304186814	4091.0	16364.0	2.0	1404.1310394358225	4.0
0	chr22_20_25mb_phase7a_general_runner	20113073	phase6_comp_40	0	1	1	-1	-1	0.7462176812709679	5369.666939017146	8136.987546440716	2767.320607423569	2.9396839096663046	4091.0	16364.0	2.0	775.3913006118582	4.0
1	chr22_20_25mb_phase7a_general_runner	20114567	phase6_comp_41	0	1	-1	-1	-1	0.7955377478400716	6243.484378818605	8403.203207882336	2159.7188290637305	3.8895404135132168	4091.0	16364.0	2.0	3567.1627148189673	4.0
1	chr22_20_25mb_phase7a_general_runner	20120434	phase6_comp_42	1	1	-1	-1	-1	0.9876467380983809	17068.432210629428	17284.62438098021	216.192170350783	79.58677494249689	4091.0	24546.0	3.0	3669.6209613985957	4.0
1	chr22_20_25mb_phase7a_general_runner	20124153	phase6_comp_43	1	1	-1	-1	-1	0.8566116962254996	11905.675835556809	14299.2241703681	2393.5483348112894	5.971992280329174	4091.0	24546.0	3.0	1166.2241366383914	4.0
1	chr22_20_25mb_phase7a_general_runner	20126254	phase6_comp_45	0	1	-1	-1	-1	0.789346402616586	14816.461209390853	20209.894177669063	5393.43296827821	3.746620691464437	4091.0	32728.0	4.0	3781.7493915308787	3.0
1	chr22_20_25mb_phase7a_general_runner	20140031	phase6_comp_50	0	1	-1	-1	-1	0.5401817428665323	2078.3152142068884	13969.87604999316	11891.560835786271	1.1747575852589265	4091.0	32728.0	4.0	599.1735031427888	2.0
1	chr22_20_25mb_phase7a_general_runner	20142625	phase6_comp_50	1	1	-1	-1	-1	0.9871995798806846	25475.380037873954	25810.043264865926	334.66322699197246	76.89565370675295	4091.0	32728.0	4.0	23332.61778274817	2.0
1	chr22_20_25mb_phase7a_general_runner	20143593	phase6_comp_50	1	1	-1	-1	-1	0.9870770843086643	22056.07818690359	22348.669286005923	292.59109910233235	76.1251596330441	4091.0	32728.0	4.0	19511.1941449431	2.0
1	chr22_20_25mb_phase7a_general_runner	20154856	phase6_comp_54	0	-1	1	-1	1	0.7576401383481554	9993.3959437419	14693.74673901373	4700.35079527183	3.125643539255208	4091.0	32728.0	4.0	9004.928068947895	3.0
1	chr22_20_25mb_phase7a_general_runner	20167669	phase6_comp_59	0	1	1	1	1	0.6484239491604823	7196.278935479266	15719.294739821671	8523.015804342405	1.8442357570258436	4091.0	32728.0	4.0	5378.64229030461	2.0
1	chr22_20_25mb_phase7a_general_runner	20171526	phase6_comp_61	0	1	1	1	1	0.7704841413536905	13299.05174085861	18941.421870598595	5642.370129739986	3.35657974492475	4091.0	32728.0	4.0	8344.65771718316	3.0
1	chr22_20_25mb_phase7a_general_runner	20182570	phase6_comp_63	0	-1	1	-1	1	0.7238669519655235	11260.958362968027	18205.982470489198	6945.02410752117	2.6212092254005626	4091.0	32728.0	4.0	5365.18309541149	2.0
1	chr22_20_25mb_phase7a_general_runner	20186003	phase6_comp_64	0	1	-1	-1	-1	0.8382274915880678	17956.354492329985	22250.571521405705	4294.21702907572	5.1805464941067205	4091.0	32728.0	4.0	1685.540457740708	2.0
1	chr22_20_25mb_phase7a_general_runner	20209812	phase6_comp_67	0	1	-1	-1	-1	0.8074075045823942	4787.343101963354	6286.991517638677	1499.648415675323	4.190183024855259	4091.0	16364.0	2.0	669.6328730856958	3.0
1	chr22_20_25mb_phase7a_general_runner	20214431	phase6_comp_67	0	-1	1	-1	1	0.8261987783029529	9066.133200687938	11481.386002285357	2415.2528015974194	4.752145965312151	4091.0	16364.0	2.0	1233.5007768652576	3.0
1	chr22_20_25mb_phase7a_general_runner	20217401	phase6_comp_68	0	1	-1	-1	-1	0.6240279313109776	5195.9298952216095	13071.270920508467	7875.341025286857	1.659688284006516	4091.0	24546.0	3.0	2131.456096611766	4.0
1	chr22_20_25mb_phase7a_general_runner	20223805	phase6_comp_70	0	1	-1	-1	-1	0.7880712303009566	15101.676600883973	20656.691135092293	5555.014534208319	3.718077231062504	4091.0	32728.0	4.0	2996.3585315081673	2.0
1	chr22_20_25mb_phase7a_general_runner	20238932	phase6_comp_73	0	-1	-1	1	-1	0.5419241223152181	576.97466543061	3729.076148698537	3152.101483267927	1.1829863924432347	4091.0	16364.0	2.0	252.7568919117134	3.0
1	chr22_20_25mb_phase7a_general_runner	20240432	phase6_comp_74	0	-1	1	-1	1	0.5873304294897298	1293.1426257493858	4348.438558075469	3055.295932326083	1.4231077926950622	4091.0	16364.0	2.0	786.7676000082888	3.0
1	chr22_20_25mb_phase7a_general_runner	20241241	phase6_comp_73	0	1	1	1	1	0.7037170050367659	2347.705442419303	4054.939454734425	1707.234012315122	2.3743465037542033	4091.0	16364.0	2.0	1648.8092755930677	4.0
1	chr22_20_25mb_phase7a_general_runner	20247002	phase6_comp_76	0	-1	1	-1	1	0.5955064281370542	1604.4219202275522	5001.985654664085	3397.5637344365327	1.472088224790511	4091.0	32728.0	4.0	1005.5604948741907	3.0
