method	scope	feature	bin	n_sites	n_correct	n_wrong	accuracy_pct	error_rate	mean_confidence	mean_margin	mean_anchors	mean_donors	calibration_error
AWPhase_Phase6C_Rust_WMEC	all_phased	all	all	12415	12365	50	99.5972613773661	0.004027386226339136	0.9979589380588	1.3374603325009726	208.08505839710028	0.0	0.0019863242851391183
AWPhase_Phase6C_Rust_WMEC	all_phased	anchors_bin	16_31	1044	1041	3	99.71264367816092	0.002873563218390829	0.997756256704981	0.17661777107279716	22.513409961685824	0.0	0.0006298199233718549
AWPhase_Phase6C_Rust_WMEC	all_phased	anchors_bin	2_3	1845	1842	3	99.83739837398375	0.001626016260162566	0.9983504146341465	4.9265992373983405	2.433062330623306	0.0	-2.3569105690901537e-05
AWPhase_Phase6C_Rust_WMEC	all_phased	anchors_bin	4_7	1751	1739	12	99.31467732724158	0.006853226727584261	0.9969787332952599	2.7947137766990173	5.192461450599657	0.0	0.0038319600228441386
AWPhase_Phase6C_Rust_WMEC	all_phased	anchors_bin	8_15	1088	1088	0	100.0	0.0	0.9988069172794117	2.2399463777573474	10.485294117647058	0.0	-0.0011930827205882677
AWPhase_Phase6C_Rust_WMEC	all_phased	anchors_bin	ge32	6687	6655	32	99.52145954837745	0.004785404516225555	0.9980012682817399	0.0	379.0762673844773	0.0	0.002786672797965406
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	0.50_0.70	14	8	6	57.142857142857146	0.4285714285714286	0.6199503571428572	0.5928177142857143	29.0	0.0	0.04852178571428578
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	0.70_0.82	12	11	1	91.66666666666667	0.08333333333333337	0.7724825000000001	0.8340744999999998	216.5	0.0	-0.14418416666666656
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	0.82_0.90	32	29	3	90.625	0.09375	0.8729902812499998	1.0606602187499998	163.125	0.0	-0.03325971875000022
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	0.90_0.98	271	269	2	99.2619926199262	0.0073800738007380184	0.9561744169741699	0.8375505867158672	294.01845018450183	0.0	-0.03644550922509204
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	0.98_1.00	24	24	0	100.0	0.0	0.985506875	0.03668983333333331	559.0416666666666	0.0	-0.014493124999999996
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	1.00	12061	12024	37	99.69322610065501	0.00306773899344992	1.0	1.3534917331895835	205.7370035652102	0.0	0.00306773899344992
AWPhase_Phase6C_Rust_WMEC	all_phased	confidence_bin	lt0.50	1	0	1	0.0	1.0	0.0	0.0	662.0	0.0	0.0
AWPhase_Phase6C_Rust_WMEC	all_phased	donors_bin	lt2	12415	12365	50	99.5972613773661	0.004027386226339136	0.9979589380588	1.3374603325009726	208.08505839710028	0.0	0.0019863242851391183
AWPhase_Phase6C_Rust_WMEC	all_phased	margin_bin	1_5	2220	2217	3	99.86486486486487	0.0013513513513513375	0.9984065896396397	2.5369040369369302	5.2725225225225225	0.0	-0.00024205900900897692
AWPhase_Phase6C_Rust_WMEC	all_phased	margin_bin	25_100	23	23	0	100.0	0.0	0.9988095217391305	27.16324756521736	2.130434782608696	0.0	-0.0011904782608694875
